Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
New Negro,"The contributors to this edition include W.E.B Du Bois, Arthur Schomburg, James Weldon Johnson, Langston Hughes, and Countee Cullen. Harlem Mecca is an indispensable aid toward gaining a better understanding of the Harlem Renaissance.",['Alain LeRoy Locke'],http://books.google.com/books/content?id=3JFuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=3JFuAAAAMAAJ&q=New+Negro&dq=New+Negro&hl=&cd=1&source=gbs_api,,1980,http://books.google.nl/books?id=3JFuAAAAMAAJ&dq=New+Negro&hl=&source=gbs_api,['Social Science'],
Superdate,"Superdate - how to be one, how to get one! Cheeky, chatty and oh-so-revealing, this is the ultimate reference guide to fliriting and body language from the undisputed queen of dating, Tracey Cox. Learn how to read the signs, signals and subtle movements which constantly reveal our innermost desires and find out what your date really thinks of you. Fascinating, funny and unputdownable, this must-have manual tells you exactly what to do in any dating situation.",['Tracey Cox'],http://books.google.com/books/content?id=1kDiGLR5YxgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1kDiGLR5YxgC&pg=PA12&dq=Superdate&hl=&cd=1&source=gbs_api,Dorling Kindersley Ltd,2008-05-01,http://books.google.nl/books?id=1kDiGLR5YxgC&dq=Superdate&hl=&source=gbs_api,['Family & Relationships'],1.0
"Consolidated tax returns: Current issues, developments and opportunities",,"['Lawrence M. Axelrod', 'Deloitte & Touche']",,"http://books.google.nl/books?id=5XBcSgAACAAJ&dq=Consolidated+tax+returns:+Current+issues,+developments+and+opportunities&hl=&cd=1&source=gbs_api",,1991,"http://books.google.nl/books?id=5XBcSgAACAAJ&dq=Consolidated+tax+returns:+Current+issues,+developments+and+opportunities&hl=&source=gbs_api",['Corporations'],
"Knit One, Haiku Too",A Simon & Schuster eBook. Simon & Schuster has a great book for every reader.,['Maria Fire'],http://books.google.com/books/content?id=fCXrDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=fCXrDQAAQBAJ&printsec=frontcover&dq=Knit+One,+Haiku+Too&hl=&cd=1&source=gbs_api",Simon and Schuster,2006-07-28,https://play.google.com/store/books/details?id=fCXrDQAAQBAJ&source=gbs_api,['Crafts & Hobbies'],1.0
Spiritual unfoldment 2: the ministry of angels and the invisible world of nature,Presents one of the seminal works on angels and nature spirits by a noted spirit guide.,['White Eagle'],http://books.google.com/books/content?id=Up8NAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Up8NAAAACAAJ&dq=Spiritual+unfoldment+2:+the+ministry+of+angels+and+the+invisible+world+of+nature&hl=&cd=1&source=gbs_api,Devorss & Company,2001,http://books.google.nl/books?id=Up8NAAAACAAJ&dq=Spiritual+unfoldment+2:+the+ministry+of+angels+and+the+invisible+world+of+nature&hl=&source=gbs_api,"['Body, Mind & Spirit']",
"The Psychology of Music, Second Edition (Academic Press Series in Cognition and Perception)",On interpreting musical phenomena in terms of mental function,['Diana Deutsch'],http://books.google.com/books/content?id=A3jkobk4yMMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=A3jkobk4yMMC&printsec=frontcover&dq=The+Psychology+of+Music,+Second+Edition+(Academic+Press+Series+in+Cognition+and+Perception)&hl=&cd=1&source=gbs_api",Gulf Professional Publishing,1999,"http://books.google.nl/books?id=A3jkobk4yMMC&dq=The+Psychology+of+Music,+Second+Edition+(Academic+Press+Series+in+Cognition+and+Perception)&hl=&source=gbs_api",['Psychology'],1.0
The Railways of Palestine and Israel,,['Paul Cotterell'],http://books.google.com/books/content?id=tqPCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=tqPCAAAACAAJ&dq=The+Railways+of+Palestine+and+Israel&hl=&cd=1&source=gbs_api,,1984,http://books.google.nl/books?id=tqPCAAAACAAJ&dq=The+Railways+of+Palestine+and+Israel&hl=&source=gbs_api,['Railroads'],
The Waite Group's Object-Oriented Programming in Turbo C++,"Professionals, students and computer hackers will all appreciate this new guide's thorough but foused approach to learning C++. The author of the bestselling Turbo C Programming for the IBM (250,000 opies in print) teaches object-oriented programming from the ground up.",['Robert Lafore'],,http://books.google.nl/books?id=Eg5tQgAACAAJ&dq=The+Waite+Group%27s+Object-Oriented+Programming+in+Turbo+C&hl=&cd=1&source=gbs_api,Wait Groupe Press,1991,http://books.google.nl/books?id=Eg5tQgAACAAJ&dq=The+Waite+Group%27s+Object-Oriented+Programming+in+Turbo+C&hl=&source=gbs_api,['Computers'],
King David in the Valley of the Shadow of Middle Age: What Israel's Greatest King Knew About Survival and Faith,"King David in the Valley of the Shadow of Middle Age tells the story of the life of David of the Old Testament. David was a poet, a warrior, a politician, and a polygamist. His life story is one of the world's great sagas, full of action and adventure, love and lust, and it holds many psychological and religious lessons, particularly for those in the midst of the messy dilemmas and responsibilities of middle age.",['Sue Sandidge'],http://books.google.com/books/content?id=CfhtPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=CfhtPgAACAAJ&dq=King+David+in+the+Valley+of+the+Shadow+of+Middle+Age:+What+Israel%27s+Greatest+King+Knew+About+Survival+and+Faith&hl=&cd=1&source=gbs_api,,2002-09-01,http://books.google.nl/books?id=CfhtPgAACAAJ&dq=King+David+in+the+Valley+of+the+Shadow+of+Middle+Age:+What+Israel%27s+Greatest+King+Knew+About+Survival+and+Faith&hl=&source=gbs_api,['Religion'],
DC Comics Guide to Coloring and Lettering Comics,"In the fourth book in this authoritative series, America's leading comic book publisher's superstar creators along with their classic characters teach us how to create comics.","['Todd Klein', 'Mark Chiarello']",http://books.google.com/books/content?id=gavDoj2eaUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=gavDoj2eaUYC&dq=DC+Comics+Guide+to+Coloring+and+Lettering+Comics&hl=&cd=1&source=gbs_api,Watson-Guptill,2004-08-01,http://books.google.nl/books?id=gavDoj2eaUYC&dq=DC+Comics+Guide+to+Coloring+and+Lettering+Comics&hl=&source=gbs_api,['Art'],1.0
The Devil to Pay,,['Hunter Adams'],,http://books.google.nl/books?id=vZdTPQAACAAJ&dq=The+Devil+to+Pay&hl=&cd=1&source=gbs_api,,1977-08-01,http://books.google.nl/books?id=vZdTPQAACAAJ&dq=The+Devil+to+Pay&hl=&source=gbs_api,,
The Seven Deadly Sins of Investing: How To Conquer Your Worst Impulses and Save Your Financial Future,"""Are you a sinner when it comes to investing? During his long and successful career at Salomon Brothers, Maury Fertig witnessed many smart people making very bad investment decisions -- all because they let their emotions influence their judgment. He realized that whether the result of ego, competitiveness, or just plain laziness, these dire behaviors were rooted in seven common and recognizable human weaknesses: * Envy: focusing on the success of others * Vanity, or Pride: an unwillingness to take advice * Lust: an infatuation with an investment, despite warnings that it is not sound * Avarice: a tendency to hold onto a stock for too long, decreasing its return * Anger, or Wrath: irrational behavior that sacrifices steady progress for a quick hit * Gluttony: compulsive and excessive investing * Sloth: ignoring finances altogether The Seven Deadly Sins of Investing helps readers recognize their investing vices, and offers practical strategies to help them correct the error of their ways. Illustrated by real stories about real investors who have given in to temptation, the book provides solid financial advice for avoiding common pitfalls and staying on the path to ""salvation"" -- and wealth.""",['Maury Fertig'],http://books.google.com/books/content?id=zHh-fmBEJCsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=zHh-fmBEJCsC&dq=The+Seven+Deadly+Sins+of+Investing:+How+To+Conquer+Your+Worst+Impulses+and+Save+Your+Financial+Future&hl=&cd=1&source=gbs_api,Amacom Books,2006,http://books.google.nl/books?id=zHh-fmBEJCsC&dq=The+Seven+Deadly+Sins+of+Investing:+How+To+Conquer+Your+Worst+Impulses+and+Save+Your+Financial+Future&hl=&source=gbs_api,['Business & Economics'],
Death's Door: Modern Dying and the Ways We Grieve: A Cultural Study,"Winner of the Award for Excellence in Religion: Textual Studies from the American Academy of Religion Disorienting Dharma explores the relationship between ethics, aesthetics, and religion in classical Indian literature and literary theory by focusing on one of the most celebrated and enigmatic texts to emerge from the Sanskrit epic tradition: the Mahabharata. This text - one of the principal sources for the study of South Asian religious, social, and political thought - is considered a major transmitter of dharma, or moral, social, and religious duty. But basic questions such as precisely how the epic is communicating its ideas about dharma and precisely what it is saying about it are still being explored. In this book, Emily Hudson examines these issues through a variety of interpretive lenses including Sanskrit literary theory, reader-response theory, and narrative ethics. One of the first book-length studies to view the subject through the lens of Indian aesthetics, her work brings to light one of the primary narrative tensions of the epic: the vexed relationship between dharma and suffering. Hudson also seeks to make the epic interesting and accessible to a wider audience. She demonstrates how reading the Mahabharata, perhaps the most harrowing story in world literature, can be a fascinating, disorienting, and ultimately transformative experience.",['Emily T. Hudson'],http://books.google.com/books/content?id=BcFE9O-IgQUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=BcFE9O-IgQUC&pg=PA160&dq=Death%27s+Door:+Modern+Dying+and+the+Ways+We+Grieve:+A+Cultural+Study&hl=&cd=1&source=gbs_api,Oxford University Press,2013-01-31,http://books.google.nl/books?id=BcFE9O-IgQUC&dq=Death%27s+Door:+Modern+Dying+and+the+Ways+We+Grieve:+A+Cultural+Study&hl=&source=gbs_api,['Religion'],
Shades of Gray (Steeple Hill Women's Fiction #32),"This book focuses on the projection of the hero’s masculinity in a selection of post-millennial popular romance narratives and attempts to discover if, and to what extent, this projection reinforces or challenges patriarchal ideas about gender. In the majority of these narratives the hero is often presented as a hegemonic alpha male. However, hegemonic masculinity is not a fixed concept. Rather, it is subject to continuous change which allows for the emergence of various dominant masculinities. Under a poststructuralist lens and through a close textual analysis approach and a gender reading of romance narratives, the book suggests that to a certain extent the romance hero could be described as a platform onto which different forms of dominant masculinity are displayed and highlights that these masculinities do not necessarily clash, depend on, or function as a prerequisite for each other.",['Eirini Arvanitaki'],http://books.google.com/books/content?id=gR1tEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=gR1tEAAAQBAJ&pg=PT11&dq=Shades+of+Gray+(Steeple+Hill+Women%27s+Fiction&hl=&cd=1&source=gbs_api,Routledge,2022-05-13,https://play.google.com/store/books/details?id=gR1tEAAAQBAJ&source=gbs_api,['Literary Criticism'],
Image Processing: Analysis and Machine Vision,"Image Processing, Analysis and Machine Vision represent an exciting part of modern cognitive and computer science. Following an explosion of inter est during the Seventies, the Eighties were characterized by the maturing of the field and the significant growth of active applications; Remote Sensing, Technical Diagnostics, Autonomous Vehicle Guidance and Medical Imaging are the most rapidly developing areas. This progress can be seen in an in creasing number of software and hardware products on the market as well as in a number of digital image processing and machine vision courses offered at universities world-wide. There are many texts available in the areas we cover - most (indeed, all of which we know) are referenced somewhere in this book. The subject suffers, however, from a shortage of texts at the 'elementary' level - that appropriate for undergraduates beginning or completing their studies of the topic, or for Master's students - and the very rapid developments that have taken and are still taking place, which quickly age some of the very good text books produced over the last decade or so. This book reflects the authors' experience in teaching one and two semester undergraduate and graduate courses in Digital Image Processing, Digital Image Analysis, Machine Vision, Pattern Recognition and Intelligent Robotics at their respective institutions.","['Milan Sonka', 'Vaclav Hlavac', 'Roger Boyle']",http://books.google.com/books/content?id=yA7yBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yA7yBwAAQBAJ&printsec=frontcover&dq=Image+Processing:+Analysis+and+Machine+Vision&hl=&cd=1&source=gbs_api,Springer,2013-11-11,https://play.google.com/store/books/details?id=yA7yBwAAQBAJ&source=gbs_api,['Computers'],
Mixed Signals (Black Lace),"Adele Western dreams of a thriving career as a cook, so when she is hired by Paul, an up-and-coming restaurateur, she couldn’t be more pleased. That’s until she meets Jude, the hunky builder who’s working on the renovation of the premises. While everyone around her seems to be partner swapping, Adele is determined to keep her man. But in the hot and steamy working conditions, it’s easy for the eye to wander...",['Anna Clare'],http://books.google.com/books/content?id=Cb575BbJEwQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Cb575BbJEwQC&dq=Mixed+Signals+(Black+Lace)&hl=&cd=1&source=gbs_api,Random House,2010-07-20,https://play.google.com/store/books/details?id=Cb575BbJEwQC&source=gbs_api,['Fiction'],
